ux,uy,uz,Ts,CO2,H2O
 -1.700500, -2.897000,  0.184500,  9.518220, 16.890000,415.200000
 -1.591750, -2.849000,  0.096750,  9.452804, 16.880000,414.900000
 -1.470750, -2.855500,  0.262250,  9.441082, 16.880000,414.400000
 -1.032250, -3.007000,  0.492250,  9.417590, 16.880000,414.100000
 -0.937000, -2.628500,  0.576250,  9.444409, 16.880000,414.800000
 -1.581500, -2.456500,  0.502750,  9.491397, 16.880000,414.900000
 -1.354500, -2.423250,  0.743500,  9.424294, 16.880000,415.100000
 -1.263500, -2.685250,  0.061750,  9.541717, 16.880000,414.900000
 -1.448750, -2.689250,  0.008250,  9.518220, 16.880000,415.500000
 -1.008000, -2.847750, -0.146000,  9.469592, 16.880000,415.300000
 -1.052250, -2.533750, -0.125000,  9.550112, 16.880000,414.800000
 -1.283000, -2.625000,  0.162750,  9.508187, 16.880000,415.100000
 -1.319250, -2.688250,  0.383250,  9.437704, 16.870000,415.700000
 -1.397000, -2.764250,  0.635250,  9.446098, 16.880000,415.200000
 -1.551250, -2.817250,  0.666250,  9.491397, 16.880000,414.900000
 -1.552500, -2.944250,  0.576500,  9.456182, 16.870000,415.200000
 -1.776000, -3.250500,  0.552750,  9.565214, 16.870000,415.500000
 -1.683250, -3.449250,  0.366750,  9.499792, 16.880000,415.100000
 -1.611500, -3.434750,  0.509750,  9.543406, 16.880000,414.900000
 -1.726750, -3.317250,  0.544000,  9.479625, 16.880000,415.400000
 -2.007500, -3.127500,  0.579750,  9.488019, 16.880000,415.600000
 -2.053750, -3.370000,  0.492250,  9.550112, 16.880000,415.500000
 -1.769000, -3.413000,  0.403500,  9.511515, 16.880000,414.900000
 -1.866000, -2.808000,  0.241750,  9.546734, 16.880000,415.800000
 -2.273000, -2.717500,  0.209250,  9.529943, 16.870000,415.400000
 -2.057250, -2.837250,  0.524500,  9.456182, 16.880000,415.200000
 -2.044750, -3.633750,  0.616250,  9.461198, 16.880000,414.500000
 -2.123750, -3.507500,  0.642500,  9.464576, 16.880000,415.200000
 -2.170000, -3.314500,  0.792000,  9.464576, 16.880000,415.800000
 -2.261000, -3.487750,  0.406500,  9.477986, 16.880000,414.900000
 -2.068500, -3.165000,  0.205500,  9.459508, 16.880000,414.500000
 -1.989000, -3.201750, -0.036500,  9.400803, 16.880000,415.100000
 -2.351750, -3.216250,  0.260750,  9.494724, 16.880000,415.400000
 -2.093250, -3.322000,  0.135500,  9.498103, 16.880000,415.000000
 -2.058000, -3.160250,  0.086750,  9.498103, 16.880000,415.200000
 -1.721000, -2.801250,  0.219250,  9.467903, 16.870000,415.200000
 -1.972750, -2.593000,  0.463500,  9.469592, 16.880000,415.400000
 -1.871000, -2.654500,  0.352500,  9.477986, 16.880000,414.900000
 -1.840750, -2.781750,  0.363750,  9.422606, 16.880000,415.100000
 -1.740250, -2.314000,  0.282000,  9.493087, 16.880000,415.300000
 -1.637500, -2.952500, -0.286000,  9.467903, 16.890000,415.700000
 -1.698750, -2.773000, -0.007250,  9.425983, 16.880000,415.000000
 -1.620000, -2.786250,  0.128500,  9.467903, 16.890000,415.600000
 -2.005750, -2.437500, -0.032000,  9.511515, 16.890000,415.700000
 -1.541500, -2.912500,  0.118750,  9.484692, 16.880000,415.300000
 -1.938750, -2.608500,  0.099750,  9.459508, 16.880000,414.900000
 -1.573000, -3.095000,  0.102250,  9.464576, 16.880000,415.200000
 -1.599500, -2.605250,  0.167250,  9.472919, 16.880000,415.600000
 -1.722000, -2.536250,  0.392000,  9.456182, 16.880000,415.600000
 -1.707000, -2.662250,  0.619750,  9.395787, 16.880000,414.800000
 -1.714750, -2.812250,  0.754250,  9.372296, 16.880000,415.900000
 -1.776750, -3.072500,  0.788000,  9.456182, 16.880000,415.400000
 -2.028500, -3.034500,  0.729500,  9.446098, 16.890000,415.400000
 -1.997500, -2.942500,  0.731000,  9.456182, 16.880000,415.100000
 -2.085250, -2.934250,  0.645250,  9.521599, 16.880000,415.600000
 -1.886000, -3.276250,  0.828250,  9.491397, 16.880000,416.100000
 -2.061500, -2.437250,  1.051500,  9.509825, 16.890000,415.800000
 -1.940500, -2.722750,  0.490500,  9.404181, 16.880000,415.300000
 -1.927750, -2.637000,  0.475000,  9.425983, 16.880000,415.400000
 -1.988250, -2.610500,  0.637750,  9.457819, 16.880000,415.400000
 -1.895250, -2.138750,  0.583750,  9.508187, 16.880000,415.200000
 -2.333000, -2.724750,  0.513500,  9.449476, 16.880000,414.900000
 -2.138000, -3.043000,  0.552250,  9.395787, 16.880000,416.000000
 -2.617500, -3.174000,  0.781750,  9.464576, 16.880000,415.600000
 -2.118250, -2.926250,  0.929000,  9.412574, 16.870000,415.200000
 -2.398250, -3.106500,  0.457000,  9.524926, 16.880000,415.200000
 -2.584250, -2.987750,  0.028250,  9.516531, 16.880000,415.600000
 -2.259750, -2.655750, -0.505250,  9.476297, 16.880000,414.900000
 -1.231500, -3.329000,  0.252500,  9.420968, 16.880000,414.500000
 -2.081500, -2.461250,  0.625500,  9.538338, 16.880000,415.200000
 -1.749500, -3.286500,  0.681750,  9.563525, 16.890000,414.800000
 -1.966250, -2.455750,  1.021500,  9.570231, 16.880000,415.600000
 -2.159000, -2.355000,  1.075000,  9.640679, 16.880000,415.300000
 -2.075000, -2.801000,  0.784250,  9.434378, 16.870000,415.300000
 -1.946250, -3.040750,  0.575500,  9.399165, 16.870000,416.100000
 -1.975000, -2.651000,  0.518000,  9.444409, 16.870000,415.400000
 -1.871250, -2.831250,  0.599750,  9.461198, 16.870000,415.200000
 -1.396500, -2.823000,  1.009000,  9.402492, 16.860000,415.400000
 -1.514000, -3.197000,  1.075750,  9.375674, 16.890000,416.000000
 -1.448250, -2.854500,  0.747250,  9.392461, 16.890000,416.000000
 -2.026750, -2.155250,  0.950750,  9.541717, 16.900000,414.900000
 -1.794250, -2.385000,  0.891250,  9.543406, 16.890000,415.900000
 -1.643750, -1.974750,  1.063000,  9.540028, 16.880000,415.600000
 -1.195750, -2.726250,  1.042000,  9.389083, 16.890000,415.400000
 -1.835500, -2.178000,  0.718500,  9.488019, 16.890000,415.200000
 -1.923250, -2.796750,  1.026750,  9.363904, 16.870000,415.100000
 -2.306750, -2.928750,  1.073500,  9.419279, 16.870000,414.600000
 -2.078750, -3.497750,  0.665250,  9.355562, 16.870000,414.800000
 -1.871750, -3.620750,  0.624500,  9.271692, 16.890000,415.100000
 -2.074500, -3.378500,  0.946500,  9.330385, 16.900000,415.300000
 -2.236500, -3.194250,  0.924500,  9.353873, 16.900000,415.700000
 -1.931500, -2.944500,  0.962250,  9.321993, 16.890000,415.300000
 -1.921000, -3.350250,  1.004750,  9.248207, 16.900000,415.200000
 -1.716750, -3.645250,  0.772000,  9.234802, 16.900000,415.100000
 -1.846500, -2.719750,  0.941500,  9.330385, 16.900000,415.000000
 -2.268750, -2.614250,  1.163500,  9.523236, 16.900000,413.900000
 -2.382000, -3.099750,  0.732000,  9.295179, 16.890000,415.000000
 -1.757500, -3.446500,  0.667000,  9.157703, 16.890000,415.100000
 -1.723750, -3.594750,  0.822000,  9.263301, 16.890000,414.600000
 -1.924750, -2.095750,  0.808750,  9.647387, 16.900000,413.300000
 -2.057000, -1.906250,  1.995500,  9.857147, 16.900000,413.400000
 -2.108250, -1.962750,  1.641000,  9.803471, 16.880000,414.100000
 -1.205750, -2.488250,  0.983250,  9.333762, 16.870000,414.100000
 -1.891750, -2.831000,  1.148500,  9.231477, 16.860000,413.900000
 -1.712500, -2.772500,  1.274750,  9.308585, 16.900000,414.300000
 -1.514250, -2.847500,  1.119250,  9.206305, 16.900000,413.600000
 -1.228250, -2.696500,  1.049500,  9.244882, 16.910000,413.700000
 -1.813000, -2.838000,  0.804250,  9.298556, 16.900000,414.300000
 -1.366500, -2.442000,  0.951750,  9.291801, 16.900000,413.800000
 -1.489750, -2.667000,  1.326000,  9.231477, 16.900000,414.100000
 -1.828250, -2.224750,  1.011750,  9.301882, 16.900000,414.600000
 -1.858750, -2.752250,  1.434000,  9.264990, 16.900000,412.900000
 -1.476750, -2.812250,  0.883750,  9.283462, 16.900000,414.400000
 -1.118750, -2.657500,  1.096250,  9.330385, 16.900000,413.700000
 -1.193250, -3.147500,  1.272250,  9.288476, 16.890000,413.900000
 -1.743000, -3.044750,  1.137750,  9.355562, 16.900000,414.200000
 -0.687500, -2.595500,  1.201250,  9.270004, 16.900000,414.900000
 -0.973750, -2.620500,  1.139750,  9.377363, 16.900000,415.300000
 -1.324000, -2.523000,  1.253250,  9.399165, 16.890000,414.200000
 -1.975250, -3.207000,  1.135750,  9.333762, 16.890000,414.600000
 -1.604750, -3.367250,  0.805500,  9.278396, 16.900000,414.700000
 -1.554500, -3.128250,  0.885750,  9.395787, 16.900000,414.800000
 -1.190000, -3.222500,  0.742250,  9.303571, 16.890000,414.600000
 -1.372250, -3.262750,  0.652250,  9.415901, 16.890000,415.100000
 -1.680500, -3.053500,  0.282000,  9.296867, 16.890000,415.200000
 -1.525500, -3.165250,  0.463250,  9.298556, 16.890000,415.900000
 -1.983250, -2.619750,  0.649500,  9.321993, 16.890000,414.900000
 -1.509250, -2.669250,  0.706000,  9.385705, 16.900000,415.500000
 -1.901750, -2.684000,  0.599750,  9.347170, 16.890000,415.500000
 -1.635250, -2.569500,  0.897000,  9.427672, 16.880000,415.400000
 -1.941250, -2.549750,  0.798750,  9.419279, 16.890000,415.300000
 -1.885250, -2.486500,  0.717250,  9.337089, 16.900000,415.600000
 -2.130000, -2.630500,  0.390250,  9.350496, 16.890000,415.500000
 -2.348500, -2.993500,  0.757750,  9.402492, 16.890000,415.600000
 -2.350750, -2.924250,  0.636500,  9.362267, 16.890000,414.900000
 -2.563500, -2.529000,  0.985750,  9.295179, 16.900000,415.200000
 -2.644750, -2.964500,  0.704500,  9.389083, 16.890000,415.300000
 -3.252500, -2.267250,  0.531250,  9.484692, 16.890000,415.200000
 -2.565250, -2.313250,  0.447500,  9.607143, 16.890000,415.000000
 -1.195500, -2.179750,  1.233500,  9.556818, 16.870000,415.200000
 -2.522750, -1.399000,  1.107500,  9.627265, 16.890000,415.000000
 -2.472500, -1.890250,  0.170250,  9.249896, 16.890000,414.600000
 -2.227750, -2.750500,  0.381500,  9.323681, 16.900000,414.500000
 -2.339250, -2.776000,  0.522250,  9.323681, 16.900000,414.700000
 -2.552750, -3.218500,  0.666500,  9.218072, 16.900000,414.500000
 -2.631000, -2.692250,  0.510750,  9.394098, 16.900000,414.700000
 -2.508750, -2.988500, -0.006000,  9.384068, 16.900000,413.500000
 -2.113750, -2.628500,  0.390250,  9.389083, 16.900000,414.500000
 -1.900500, -2.513500,  0.192500,  9.404181, 16.890000,415.000000
 -2.171000, -2.370500,  0.182250,  9.291801, 16.890000,414.900000
 -2.460500, -2.449000, -0.199250,  9.295179, 16.890000,414.600000
 -1.920750, -2.178750,  0.605750,  9.377363, 16.900000,415.200000
 -2.109250, -1.860000,  0.369500,  9.352185, 16.900000,414.600000
 -2.228750, -1.512250,  0.413750,  9.318666, 16.900000,414.400000
 -2.067000, -1.543500,  0.461000,  9.340466, 16.900000,414.600000
 -1.977500, -1.451250,  0.786000,  9.298556, 16.900000,414.400000
 -1.913000, -1.550750,  0.714000,  9.380690, 16.900000,414.000000
 -1.868000, -1.467500,  0.791000,  9.372296, 16.890000,413.900000
 -1.838000, -1.713000,  0.647000,  9.347170, 16.890000,413.900000
 -1.515000, -2.088500,  0.777250,  9.348859, 16.900000,414.100000
 -1.642250, -1.669000,  0.647500,  9.407507, 16.890000,414.300000
 -1.292000, -1.925250,  0.367000,  9.316978, 16.890000,414.100000
 -0.659000, -1.704750,  1.015250,  9.472919, 16.900000,414.200000
 -0.954500, -1.204750,  1.219000,  9.558508, 16.890000,413.900000
 -0.923750, -0.509000,  0.862250,  9.545044, 16.880000,414.100000
 -0.990250, -0.831750,  0.703000,  9.558508, 16.880000,413.200000
 -0.955000, -0.643500,  0.555000,  9.568542, 16.890000,414.400000
 -0.818250, -0.748500,  0.659750,  9.461198, 16.890000,414.000000
 -0.769500, -0.513000,  0.691750,  9.513204, 16.890000,414.300000
 -0.358500, -0.831500,  0.593000,  9.654094, 16.880000,413.600000
  0.007500, -0.428250,  0.726000,  9.689322, 16.880000,413.800000
 -1.224750, -0.856750,  0.334750,  9.691012, 16.870000,414.100000
 -0.454750, -1.419750,  0.533500,  9.633972, 16.860000,415.200000
 -0.514500, -1.412500,  0.986250,  9.709497, 16.850000,414.900000
 -0.047000, -0.631500,  1.307250,  9.739659, 16.860000,415.300000
 -0.190750, -1.451000,  1.346250,  9.763165, 16.860000,415.000000
 -0.737750, -2.153000,  0.588500,  9.746419, 16.860000,414.600000
 -0.750250, -1.609000,  1.318250,  9.768235, 16.860000,414.600000
 -0.699750, -1.547500,  0.688500,  9.808490, 16.860000,415.000000
 -1.035500, -1.927250,  1.142500,  9.758146, 16.860000,414.900000
 -0.518250, -2.362500,  1.405000,  9.592041, 16.860000,414.800000
 -0.117250, -2.323000,  1.704000,  9.501431, 16.860000,414.800000
 -0.525750, -2.559500,  1.701500,  9.556818, 16.850000,415.000000
 -0.746750, -3.045500,  1.707250,  9.499792, 16.850000,416.100000
 -0.534750, -2.915750,  1.773000,  9.508187, 16.860000,415.800000
 -0.557250, -2.908250,  1.896250,  9.483003, 16.860000,416.000000
 -0.635750, -2.854250,  2.037750,  9.494724, 16.860000,415.800000
 -0.556500, -2.788750,  2.195000,  9.531631, 16.860000,415.400000
 -0.442750, -2.222500,  2.298250,  9.618868, 16.880000,415.000000
  0.151000, -2.611000,  2.293250,  9.496413, 16.880000,415.700000
  0.117250, -2.460750,  2.341750,  9.516531, 16.880000,415.500000
  0.072250, -2.368000,  2.377750,  9.536700, 16.870000,415.200000
  0.184500, -2.411250,  2.340250,  9.519909, 16.880000,415.000000
  0.087750, -2.343750,  2.467000,  9.451115, 16.880000,415.700000
  0.029000, -2.192000,  2.526500,  9.493087, 16.870000,415.300000
  0.062500, -2.235250,  2.638000,  9.556818, 16.880000,415.700000
 -0.066750, -2.258500,  2.761500,  9.541717, 16.880000,415.000000
 -0.077250, -2.207000,  2.906000,  9.503119, 16.880000,415.400000
 -0.124250, -2.195000,  3.013000,  9.533321, 16.880000,415.400000
 -0.192000, -2.064000,  2.938500,  9.628954, 16.870000,415.100000
 -0.281000, -2.547750,  2.778250,  9.625575, 16.870000,414.300000
  0.255000, -1.999250,  2.935250,  9.791691, 16.880000,415.100000
 -0.101750, -1.386500,  2.964000,  9.798400, 16.880000,415.700000
  0.002750, -1.923750,  2.793750,  9.810180, 16.860000,416.000000
  0.255250, -2.069500,  3.177250,  9.779963, 16.840000,416.400000
 -0.065500, -1.669000,  2.887500,  9.885677, 16.840000,417.200000
 -0.046000, -1.746750,  2.961750,  9.831998, 16.830000,417.600000
 -0.420500, -2.107250,  2.708750,  9.910879, 16.830000,417.500000
  0.617000, -1.863500,  2.860750,  9.784982, 16.830000,417.400000
 -0.086250, -1.688750,  3.048500,  9.927682, 16.860000,416.300000
 -0.147750, -1.599500,  2.478250,  9.810180, 16.840000,417.800000
  0.349500, -1.852750,  2.528250,  9.840398, 16.820000,418.500000
  0.362250, -1.590500,  2.481000,  9.909189, 16.830000,418.000000
  0.379750, -1.661250,  2.573250,  9.828618, 16.840000,416.900000
  0.694000, -1.135750,  2.477500,  9.850437, 16.850000,416.500000
  0.853000, -1.371750,  2.524000,  9.887367, 16.850000,415.700000
  0.796000, -0.964750,  2.451750,  9.902479, 16.860000,415.800000
  0.699000, -1.115500,  2.254500,  9.889058, 16.860000,415.600000
  1.088000, -1.037000,  2.219250,  9.946124, 16.870000,415.200000
  0.607750, -0.876750,  2.200000,  9.924301, 16.870000,415.500000
  0.442750, -0.974250,  2.462750,  9.798400, 16.850000,415.600000
  0.212250, -1.222250,  2.213500,  9.934393, 16.850000,416.800000
  0.595000, -1.060000,  2.229500,  9.781652, 16.850000,416.800000
  0.470250, -1.318000,  2.106250,  9.902479, 16.840000,416.400000
  0.414000, -1.388750,  2.121000, 10.077080, 16.820000,418.500000
 -0.281000, -1.742750,  2.228750,  9.966257, 16.810000,418.600000
 -0.042000, -1.339000,  2.080750, 10.008220, 16.820000,418.500000
  0.094500, -1.202000,  1.870500,  9.998175, 16.820000,418.300000
 -0.148250, -1.446750,  1.836000, 10.008220, 16.820000,418.200000
  0.054000, -1.583000,  1.943750, 10.001500, 16.820000,418.300000
  0.180250, -2.002250,  1.654500, 10.033420, 16.820000,418.500000
 -0.017750, -2.082250,  1.904500,  9.991463, 16.820000,418.000000
  0.084500, -2.147000,  1.911000, 10.003190, 16.820000,418.800000
  0.261000, -2.132250,  1.949000,  9.999865, 16.820000,418.000000
  0.044750, -2.152000,  1.807750, 10.008220, 16.820000,417.800000
 -0.700750, -2.084000,  2.145250,  9.941103, 16.820000,417.400000
  0.126750, -2.069250,  2.096500,  9.956216, 16.820000,417.800000
 -0.315000, -1.987000,  1.936000,  9.978040, 16.820000,417.600000
 -0.114750, -2.017750,  2.020500,  9.889058, 16.820000,418.000000
 -0.469500, -2.067250,  1.984250,  9.919281, 16.820000,418.100000
  0.069250, -1.577750,  2.212500,  9.922610, 16.820000,417.900000
  0.169500, -1.878750,  2.066750,  9.983061, 16.830000,417.600000
  0.030750, -1.745750,  1.891750, 10.031730, 16.830000,417.000000
  0.348250, -1.953500,  1.905500,  9.988081, 16.820000,417.700000
 -0.380750, -1.565000,  1.898500,  9.910879, 16.820000,417.800000
 -0.198750, -1.643250,  1.870750,  9.969638, 16.830000,417.600000
 -0.393750, -1.414000,  2.161750,  9.979679, 16.830000,417.200000
 -0.286500, -1.601750,  1.765750,  9.962927, 16.820000,417.700000
  0.236750, -1.746250,  1.695000,  9.915899, 16.820000,417.600000
  0.236750, -1.789500,  1.675000,  9.838708, 16.830000,418.200000
  0.162000, -1.505500,  1.684750,  9.795071, 16.830000,417.200000
  0.476000, -1.519750,  1.662500,  9.738021, 16.820000,417.800000
  0.362500, -1.572000,  1.544250,  9.689322, 16.830000,418.000000
  0.403250, -1.545000,  1.604250,  9.642369, 16.830000,417.400000
  0.001000, -1.468500,  1.724500,  9.838708, 16.830000,417.300000
  0.292250, -1.351750,  1.820500,  9.795071, 16.820000,417.700000
  0.195750, -1.419000,  1.621000,  9.707808, 16.820000,417.200000
  0.397500, -1.445750,  1.471250,  9.607143, 16.830000,417.600000
  0.267500, -1.481250,  1.410750,  9.627265, 16.840000,417.100000
  0.185750, -1.415750,  1.416250,  9.652455, 16.850000,418.400000
  0.330500, -1.175500,  1.333000,  9.644058, 16.850000,419.200000
  0.281500, -1.215000,  1.505000,  9.650766, 16.850000,417.300000
  0.143500, -1.127750,  1.648750,  9.650766, 16.840000,417.400000
  0.195250, -1.216250,  1.488250,  9.650766, 16.850000,418.800000
  0.191750, -1.150750,  1.636750,  9.603765, 16.840000,419.000000
  0.134500, -1.137250,  1.672250,  9.630644, 16.850000,418.300000
  0.132500, -1.052750,  1.663250,  9.590351, 16.850000,417.500000
  0.114000, -1.052000,  1.622750,  9.660802, 16.850000,418.400000
  0.064750, -0.996000,  1.628000,  9.691012, 16.860000,418.100000
  0.291500, -1.010750,  1.468500,  9.513204, 16.850000,417.900000
  0.222000, -1.404500,  1.531000,  9.566853, 16.860000,417.300000
  0.102750, -1.026250,  1.629750,  9.608833, 16.870000,415.500000
  0.364250, -0.550250,  1.485750,  9.640679, 16.880000,415.700000
  0.157500, -0.560000,  1.434500,  9.615541, 16.870000,415.400000
  0.591250, -0.515750,  1.541750,  9.635662, 16.870000,416.800000
  0.261250, -0.607000,  1.468750,  9.675906, 16.870000,416.700000
  0.146500, -0.840500,  1.473750,  9.588661, 16.880000,416.100000
  0.212250, -0.889000,  1.486000,  9.583644, 16.860000,416.700000
  0.230750, -1.162000,  1.406750,  9.506497, 16.860000,416.600000
  0.466250, -1.053750,  1.275750,  9.523236, 16.870000,416.900000
  0.467750, -0.973750,  1.371750,  9.524926, 16.880000,417.300000
  0.468500, -1.053000,  1.309250,  9.543406, 16.870000,416.800000
  0.664000, -1.233250,  1.249000,  9.496413, 16.860000,417.400000
  0.680500, -1.528000,  1.269750,  9.590351, 16.850000,417.900000
  0.649000, -1.683500,  1.097500,  9.568542, 16.860000,417.700000
  0.794250, -1.029500,  1.316250,  9.543406, 16.850000,416.100000
  0.551500, -1.011250,  1.501250,  9.615541, 16.850000,416.300000
  0.222750, -0.687000,  1.607250,  9.571920, 16.850000,416.800000
  0.272250, -0.967250,  1.514250,  9.560146, 16.850000,415.900000
  0.151250, -0.401750,  1.535500,  9.642369, 16.860000,416.300000
  0.191000, -0.422250,  1.506000,  9.664181, 16.870000,417.100000
  0.133750, -0.641000,  1.567500,  9.635662, 16.870000,417.100000
  0.001250, -0.458250,  1.335750,  9.618868, 16.860000,416.900000
  0.113500, -0.354000,  1.329000,  9.637351, 16.870000,416.900000
  0.222500, -0.436750,  1.410250,  9.623886, 16.870000,416.400000
  0.239750, -0.517750,  1.415000,  9.607143, 16.870000,416.500000
  0.078000, -0.401000,  1.305000,  9.627265, 16.860000,416.600000
  0.081750, -0.247750,  1.208000,  9.625575, 16.860000,416.800000
  0.238000, -0.339000,  1.167500,  9.612161, 16.860000,417.500000
  0.286500, -0.379250,  1.187250,  9.618868, 16.860000,417.200000
  0.244500, -0.341500,  1.122750,  9.588661, 16.860000,416.900000
  0.092500, -0.358750,  1.069750,  9.637351, 16.860000,417.100000
  0.215500, -0.369250,  1.032250,  9.622248, 16.860000,416.900000
  0.024750, -0.397500,  1.142000,  9.598747, 16.860000,416.900000
  0.329750, -0.286250,  1.106500,  9.526615, 16.860000,416.000000
  0.709000, -0.400750,  1.050000,  9.467903, 16.860000,416.400000
  0.837250, -0.512250,  1.038500,  9.447787, 16.860000,416.400000
  0.753000, -0.548000,  1.057500,  9.441082, 16.850000,416.100000
  0.783500, -0.561750,  1.159500,  9.454493, 16.860000,415.500000
  0.785250, -0.469500,  1.104250,  9.452804, 16.860000,415.000000
  0.696250, -0.523750,  1.072250,  9.436015, 16.850000,413.700000
  0.762250, -0.698500,  1.197750,  9.447787, 16.860000,414.100000
  0.800000, -0.728500,  0.975250,  9.471281, 16.860000,413.900000
  0.894750, -0.651500,  0.840500,  9.420968, 16.850000,414.400000
  1.232500, -0.774250,  0.914500,  9.479625, 16.870000,414.600000
  1.097250, -0.819750,  0.932250,  9.546734, 16.860000,414.300000
  1.154250, -0.629000,  0.765250,  9.538338, 16.860000,414.100000
  1.201750, -0.676750,  0.764500,  9.548423, 16.860000,414.500000
  1.122000, -0.640000,  0.749250,  9.580317, 16.860000,414.500000
  1.202750, -0.540000,  0.573250,  9.531631, 16.860000,414.200000
  1.054500, -0.724500,  0.622500,  9.560146, 16.850000,413.800000
  1.019000, -0.787250,  0.777750,  9.516531, 16.860000,414.400000
  1.063250, -1.068750,  0.521750,  9.471281, 16.850000,414.900000
  1.157750, -1.083000,  0.656750,  9.494724, 16.850000,414.300000
  1.120750, -1.028750,  0.657500,  9.526615, 16.850000,414.000000
  0.991750, -1.083250,  0.608750,  9.518220, 16.860000,414.200000
  1.160750, -0.965000,  0.597500,  9.575249, 16.850000,414.800000
  1.064250, -0.986000,  0.602500,  9.521599, 16.860000,414.200000
  1.063250, -1.024750,  0.540750,  9.531631, 16.860000,414.800000
  1.068250, -1.155750,  0.584250,  9.563525, 16.860000,414.500000
  1.107000, -1.073250,  0.697250,  9.571920, 16.860000,415.000000
  0.953250, -1.110250,  0.672750,  9.545044, 16.860000,414.200000
  0.859750, -1.140000,  0.621250,  9.550112, 16.850000,415.200000
  0.818750, -1.149750,  0.585250,  9.548423, 16.850000,416.100000
  0.769250, -1.287250,  0.616500,  9.545044, 16.850000,416.900000
  0.800500, -1.301500,  0.661250,  9.535010, 16.850000,415.400000
  0.659000, -1.249250,  0.613250,  9.531631, 16.850000,416.200000
  0.703250, -1.261750,  0.630500,  9.536700, 16.850000,415.800000
  0.615750, -1.288750,  0.676250,  9.526615, 16.850000,416.200000
  0.557250, -1.351500,  0.606000,  9.528304, 16.850000,415.500000
  0.684500, -1.277250,  0.582500,  9.521599, 16.850000,415.800000
  0.612500, -1.215250,  0.642500,  9.540028, 16.850000,415.800000
  0.677000, -1.172000,  0.658000,  9.543406, 16.860000,415.800000
  0.648000, -1.092750,  0.604250,  9.573559, 16.850000,415.200000
  0.307750, -1.104750,  0.618250,  9.561835, 16.860000,415.300000
  0.447500, -1.164000,  0.639000,  9.550112, 16.860000,414.500000
  0.548000, -1.228500,  0.798500,  9.508187, 16.860000,414.600000
  0.489500, -1.312750,  0.753000,  9.506497, 16.860000,414.600000
  0.457500, -1.183250,  0.741500,  9.541717, 16.860000,415.200000
  0.429750, -1.007500,  0.658750,  9.521599, 16.860000,415.900000
  0.364750, -0.987500,  0.694000,  9.516531, 16.860000,416.100000
  0.394250, -1.044250,  0.608250,  9.541717, 16.860000,415.500000
  0.409250, -1.094250,  0.575250,  9.546734, 16.860000,415.300000
  0.685500, -1.158250,  0.718500,  9.526615, 16.860000,415.500000
  0.758750, -1.318000,  1.014250,  9.576938, 16.850000,415.700000
  0.794250, -1.429750,  0.942250,  9.613851, 16.850000,417.000000
  0.835000, -1.368250,  0.893750,  9.716206, 16.850000,417.400000
  0.567500, -1.460500,  0.958000,  9.716206, 16.840000,417.400000
  0.513000, -1.482750,  0.943500,  9.741349, 16.840000,417.000000
  0.398750, -1.535750,  0.908750,  9.736331, 16.840000,416.700000
  0.515000, -1.473500,  0.681500,  9.696081, 16.840000,418.300000
  0.912750, -1.232750,  0.592500,  9.769874, 16.840000,417.000000
  0.869750, -0.922000,  0.718250,  9.744729, 16.850000,417.500000
  0.198750, -1.412500,  0.730250,  9.732951, 16.850000,416.500000
  0.135250, -1.374250,  0.802250,  9.714516, 16.850000,416.600000
  0.228250, -1.319000,  0.564250,  9.734641, 16.850000,417.400000
  0.337500, -1.108750,  0.410000,  9.694391, 16.850000,416.700000
  0.556250, -1.507750,  0.525500,  9.699409, 16.850000,417.000000
  0.941750, -1.230750,  0.387750,  9.746419, 16.850000,416.500000
  0.769750, -0.990000,  0.431750,  9.766545, 16.850000,417.400000
  0.815750, -0.815500,  0.349250,  9.727932, 16.850000,416.000000
  0.712250, -0.818750,  0.386750,  9.784982, 16.840000,416.400000
  0.800750, -0.921750,  0.307250,  9.769874, 16.840000,416.600000
  0.724500, -0.817500,  0.275750,  9.763165, 16.840000,416.300000
  0.464000, -0.930250,  0.252250,  9.753128, 16.840000,415.400000
  0.510000, -0.907250,  0.471250,  9.696081, 16.840000,415.800000
  0.525250, -0.904750,  0.669000,  9.625575, 16.840000,416.200000
  0.476750, -1.167000,  0.586000,  9.687684, 16.850000,415.700000
  0.351000, -1.337750,  0.287750,  9.696081, 16.850000,415.400000
  0.445250, -1.415000,  0.494500,  9.712826, 16.840000,415.600000
  0.391750, -1.517000,  0.455500,  9.665871, 16.840000,416.600000
  0.442250, -1.416500,  0.409000,  9.647387, 16.840000,417.500000
  0.515250, -1.601250,  0.641750,  9.602126, 16.850000,417.400000
  0.546000, -1.467250,  0.572250,  9.638989, 16.850000,417.000000
  0.599250, -1.511250,  0.568750,  9.644058, 16.850000,417.400000
  0.543500, -1.372000,  0.566000,  9.640679, 16.850000,417.500000
  0.561750, -1.143750,  0.665250,  9.628954, 16.850000,417.100000
  0.323750, -1.203500,  0.757500,  9.638989, 16.850000,417.200000
  0.564750, -1.206500,  0.703000,  9.630644, 16.850000,416.900000
  0.235500, -1.282000,  1.024750,  9.598747, 16.850000,416.500000
  0.873250, -1.444000,  1.351500,  9.615541, 16.850000,416.900000
  0.891500, -1.534000,  1.279750,  9.625575, 16.860000,417.100000
  0.949750, -1.458500,  1.294000,  9.645697, 16.860000,416.500000
